"displayPrice","hasImage","imageUrl","inStock","manufacturerStock","name","price","productUrl","sku","stockQty","stockText"
"£545.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=cfed10f7-0332-44cb-afed-520abc0c8dc2","True","False","SAM4S SAPPHIRE [WHITE] + ELLIX40SW[WHITE] + DRAWER","545","https://ycr.dearportal.com/Product/bb307987-e842-40c1-af68-5c3b59669be1","SP-SAM4SSAPPHIREWHBUNDLE3","6","6 in stock"
"£530.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=ffd90df5-1747-4dad-8231-6ffc444aa3ac","True","False","SAM4S SAPPHIRE [WHITE] + HCUBE + DRAWER","530","https://ycr.dearportal.com/Product/7dd7ed18-5177-4ee5-b04e-cfb7b002ed1e","SP-SAM4SSAPPHIREWHBUNDLE1","6","6 in stock"
"£543.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=beca5975-57c5-495a-b4e7-4bd6c5ffd088","True","False","SAM4S SAPPHIRE [WHITE] + HPRT TP80R + DRAWER","543","https://ycr.dearportal.com/Product/67691c9f-5068-4b1e-8f90-9eb06da2e3df","SP-SAM4SSAPPHIREWHBUNDLE2","6","6 in stock"
"£555.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=47ab0b12-36c4-4bba-8f0d-0fa15f737c5d","True","False","SAM4S SAPPHIRE [WHITE] + SAM4S GIANT + DRAWER","555","https://ycr.dearportal.com/Product/7d64c365-c052-4d9c-905d-372c2cc73fe7","SP-SAM4SSAPPHIREWHBUNDLE4","6","6 in stock"
"£530.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=1baaced7-bcca-4098-a574-ccea15d3531e","True","False","SAM4S SAPPHIRE + HCUBE + DRAWER","530","https://ycr.dearportal.com/Product/f1615efe-f50c-4b26-84e7-02a0c7bc5028","SP-SAM4SSAPPHIREBUNDLE1","444","444 in stock"
"£530.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=b121169f-7225-4ba6-84a3-72aa6ec71555","True","False","SAM4S SAPPHIRE + HPRT TP80R + DRAWER","530","https://ycr.dearportal.com/Product/d95de075-1e7e-4393-aaef-fe99139a8da7","SP-SAM4SSAPPHIREBUNDLE2","401","401 in stock"
"£555.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=906210b1-1eb4-4dd0-9a8a-c37692cdc5cc","True","False","SAM4S SAPPHIRE + SAM4S GIANT + DRAWER","555","https://ycr.dearportal.com/Product/d849486c-a720-4f26-80d9-028148ebdc8b","SP-SAM4SSAPPHIREBUNDLE4","444","444 in stock"
"£530.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=b2350401-43fd-4ee8-a64a-aa84146d9187","False","False","SAM4S SAPPHIRE 15.6"" + HCUBE + DRAWER","530","https://ycr.dearportal.com/Product/04109892-b5a0-4c2e-bb81-9861f1bb5604","SP-SAM4SSAPPHIREWIDEBUNDLE1",,"Out of stock"
"£545.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=38c3979e-ddd5-4407-a221-ce3a30be161a","False","False","SAM4S SAPPHIRE 15.6"" + SAM4S ELLIX40SB + DRAWER","545","https://ycr.dearportal.com/Product/51132167-ab2d-4045-8ea6-b2a8ef210b33","SP-SAM4SSAPPHIREWIDEBUNDLE3",,"Out of stock"
"£555.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=40a20b1e-6aea-4d13-9ad9-20f510e349b2","False","False","SAM4S SAPPHIRE 15.6"" + SAM4S GIANT + DRAWER","555","https://ycr.dearportal.com/Product/86e76757-e2c7-44ab-a27d-3df2c68edc80","SP-SAM4SSAPPHIREWIDEBUNDLE4",,"Out of stock"
"£317.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=eaab412d-17d6-48bb-ad6a-a50faeca11d0","True","True","19"" ANDROID SLIMLINE ADVERTISING DISPLAY","317","https://ycr.dearportal.com/Product/323a9ee7-4bdd-4ef8-a00b-57b5ff1b38a6","ALL-PF19HD",,"In stock"
"£461.45","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=9d4ffda6-3903-4da1-9dc4-03eca62b1cb6","True","True","21"" LCD SHELF EDGE DISPLAY - SE23A","461.45","https://ycr.dearportal.com/Product/a1c661c5-2e3e-471f-89c7-6ab3d663e05e","ALL-SE21A",,"In stock"
"£377.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=bf629ad4-8969-44f8-aa45-d0d8e72d34e0","True","True","22"" ANDROID SLIMLINE ADVERTISING DISPLAY - PF22HD","377","https://ycr.dearportal.com/Product/b64b6095-f850-4a9b-9feb-5b64231f213f","ALL-PF22HD",,"In stock"
"£496.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=06b9ee95-a3df-4f42-9f97-f8b6e2187be8","True","True","22"" PCAP ANDROID TOUCH SCREEN","496","https://ycr.dearportal.com/Product/06299f7a-8b08-43b7-88eb-8b3881f1f6bc","ALL-AO22H",,"In stock"
"£55.00","False","https://ycr.dearportal.com/Catalog/GetEmptyImage?size=400","True","True","22"" TILTING TABLE STAND","55","https://ycr.dearportal.com/Product/7044ec34-8ea9-4e66-a0ac-0dcd2ed23fdc","ALL-AS02T",,"In stock"
"£1,269.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=f7bff088-352d-46c1-b6ab-1e882f02fdbb","True","True","22"" WALL-MOUNTED OUTDOOR DIGITAL ADVERTISING DISPLAY","1269","https://ycr.dearportal.com/Product/5c4535b7-ba73-43fd-abc1-2c02c14ddd7d","ALL-OW22D",,"In stock"
"£1,799.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=a068ea41-9359-4d2f-9e11-98eeac5818a9","True","True","22"" WALL-MOUNTED PCAP OUTDOOR TOUCH SCREEN","1799","https://ycr.dearportal.com/Product/cbb73a3f-6a4a-48ea-97e3-dad40c477fae","ALL-OW22D-T2",,"In stock"
"£45.00","False","https://ycr.dearportal.com/Catalog/GetEmptyImage?size=400","True","False","240GB 2.5 SATA III SSD","45","https://ycr.dearportal.com/Product/c85447f3-e644-4fc8-9906-4eabb83cb72f","RM-0000039","2","2 in stock"
"£1.40","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=3b62e692-53e2-40f9-bc72-a1cea6b1b2e2","True","False","25 WAY 'D' CASES","1.4","https://ycr.dearportal.com/Product/fb1e920f-99b5-4241-982d-94bc262fbaa0","CT-0000037","3","3 in stock"
"£1.40","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=77fed4aa-eaff-4d5e-a754-3eb62e8222a7","True","False","25 WAY 'D' FEMALE SOCKETS","1.4","https://ycr.dearportal.com/Product/479aee18-3588-4d46-82e6-47a2487c4cb1","CT-0000034","35","35 in stock"
"£1.40","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=bbaa5bea-e9fc-43d2-818d-3ede52f6cb5e","True","False","25 WAY 'D' MALE PLUGS","1.4","https://ycr.dearportal.com/Product/eb2412c1-e6cb-4978-a5ce-e1d08220064d","CT-0000033","41","41 in stock"
"£582.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=254d6466-6b44-4c98-ae80-c00bbd4b90c3","True","True","32"" ANDROID SLIMLINE ADVERTISING DISPLAY - PF32HD","582","https://ycr.dearportal.com/Product/7351e87a-17df-4c8f-a541-34b2e6d80abf","ALL-PF32HD",,"In stock"
"£452.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=2cecfd72-5f50-4a3c-8788-f7714af5a2dc","True","True","32"" NETWORK DIGITAL MENU BOARD","452","https://ycr.dearportal.com/Product/57925872-10c6-4ecc-a76b-7ea42b987107","ALL-DM32",,"In stock"
"£681.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=4d66714b-0d7b-40bc-ba1e-e0b4abea33a4","True","True","32"" PCAP ANDROID TOUCH SCREEN","681","https://ycr.dearportal.com/Product/56b183f6-971d-4b8b-944a-592bb263b58d","ALL-AO32H",,"In stock"
"£332.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=975c4b13-2f46-4f64-96a0-c447c759282f","True","True","32"" PROFESSIONAL MONITOR","332","https://ycr.dearportal.com/Product/edb6a983-f1b8-4f3e-94b1-83beb8fa099c","ALL-M32P",,"In stock"
"£1,801.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=c1699607-d70f-4c9d-bd1c-454ebab67086","True","True","32"" WALL-MOUNTED OUTDOOR DIGITAL ADVERTISING DISPLAY","1801","https://ycr.dearportal.com/Product/9686fbdc-5841-4954-b035-e8eee75f08b1","ALL-OW32D4",,"In stock"
"£2,235.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=b1b92837-6c29-49b3-80bb-603b75334af2","True","True","32"" WALL-MOUNTED PCAP OUTDOOR TOUCH SCREEN","2235","https://ycr.dearportal.com/Product/b1af65d0-d011-4ffa-901f-c506f0fd5289","ALL-OW32D-T2",,"In stock"
"£17.00","False","https://ycr.dearportal.com/Catalog/GetEmptyImage?size=400","True","True","32""-55"" LANDSCAPE TILTING WALL MOUNT","17","https://ycr.dearportal.com/Product/04cc6c60-c4bb-47f1-bd65-340acebefdb2","ALL-AS1124T",,"In stock"
"£17.00","False","https://ycr.dearportal.com/Catalog/GetEmptyImage?size=400","True","True","32""-70"" LANDSCAPE LOW PROFILE WALL MOUNT BRACKET","17","https://ycr.dearportal.com/Product/6c0e6004-10d3-4c2a-a24a-18d31d9d10a1","ALL-AS3446F",,"In stock"
"£210.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=6d78596d-5719-41d0-b183-0c7faf63ba75","True","True","43"" A-BOARD BLACK CHARGER UNIT","210","https://ycr.dearportal.com/Product/4f39b5a4-574e-4a31-a65f-16329719acaa","ALL-127017",,"In stock"
"£799.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=82504e73-a6ef-4dbd-92c3-8e265036e1e0","True","True","43"" ANDROID SLIMLINE ADVERTISING DISPLAY - PF43HD","799","https://ycr.dearportal.com/Product/752f763d-1159-4e57-8b6b-3a6cbbc09067","ALL-PF43HD",,"In stock"
"£4,359.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=1f585980-698c-403d-a0b3-a105bb854c9e","True","True","43"" FREESTANDING OUTDOOR DIGITAL POSTER","4359","https://ycr.dearportal.com/Product/56431360-1f2d-444c-89e2-4c815e401deb","ALL-OT43E4",,"In stock"
"£4,741.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=7236678c-7753-4638-b9e7-52a6a8f40974","True","True","43"" FREESTANDING PCAP OUTDOOR TOUCH SCREEN POSTER","4741","https://ycr.dearportal.com/Product/8c548414-9f3a-4603-b366-ccd935159713","ALL-OT43E-T2",,"In stock"
"£1,749.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=ecb7e1c8-f57c-45c4-a6e1-a95b2caeed6d","True","True","43"" Hanging Double-Sided Window Display","1749","https://ycr.dearportal.com/Product/bf90b3f4-d608-4d90-a644-85ccef2b42db","ALL-HDS43",,"In stock"
"£672.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=51e8b8b5-56d1-4ee4-b0ec-92cf530656e6","True","True","43"" HIGH VIBRANCE ANDROID ADVERTISING DISPLAY","672","https://ycr.dearportal.com/Product/df247490-e1a6-44a3-b3c4-0f859e0bdf77","ALL-HV43D",,"In stock"
"£641.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=295c009d-804a-40ab-9eb9-37a5dea667ac","True","True","43"" NETWORK DIGITAL MENU BOARD","641","https://ycr.dearportal.com/Product/7c1b6390-a3d3-49b4-8620-408747c52a36","ALL-DM43",,"In stock"
"£2,100.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=3c9b5c45-831b-42ff-80c7-574fe748bb03","True","True","43"" OUTDOOR DIGITAL ANDROID BATTERY A-BOARD BLACK - OAB43HD8-B","2100","https://ycr.dearportal.com/Product/2babb44b-a1b5-44d4-9014-cece9c4cb9fe","ALL-OAB43HD8",,"In stock"
"£1,087.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=695f9d47-1333-407f-b575-d43f9dccdbf9","True","True","43"" PCAP ANDROID TOUCH SCREEN","1087","https://ycr.dearportal.com/Product/9ec433f7-63f5-4d10-b52d-27520d2301be","ALL-AO43H",,"In stock"
"£1,944.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=67dce6b7-659b-4d2a-a3cf-9ff74166b167","True","True","43"" PCAP TOUCH SCREEN KIOSK - TAO43","1944","https://ycr.dearportal.com/Product/fc6d7470-8181-4640-9ee7-b547e3f45f7a","ALL-TAO43",,"In stock"
"£532.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=acad7222-cab7-4b13-989d-c06f602c1619","True","True","43"" PROFESSIONAL MONITOR","532","https://ycr.dearportal.com/Product/980313e1-1e6d-4526-a286-f5b8ebcaf4cc","ALL-M43P",,"In stock"
"£2,602.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=5ff79a20-c67b-4c91-bd35-162ecf3a1034","True","True","43"" WALL-MOUNTED OUTDOOR DIGITAL ADVERTISING DISPLAY","2602","https://ycr.dearportal.com/Product/019e416a-3094-4e12-929b-da1d75227b2d","ALL-OW43D4",,"In stock"
"£3,154.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=a0f181af-9ae1-43fb-b834-9aff475a9e10","True","True","43"" WALL-MOUNTED PCAP OUTDOOR TOUCH SCREEN","3154","https://ycr.dearportal.com/Product/e7e0e63b-c984-42a5-9c64-e3e1824df38f","ALL-OW43D-T2",,"In stock"
"£2,088.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=403c7cbc-a8d1-426c-9a08-8ea7ed78d864","True","True","43"" WINDOWS PCAP TOUCH SCREEN KIOSK","2088","https://ycr.dearportal.com/Product/c9d2514b-960f-40c6-a3d5-01e21d97cfd0","ALL-TWP43A",,"In stock"
"£4,883.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=1eace4a7-d82b-4c24-a654-448677627e5e","True","True","49"" FREESTANDING OUTDOOR DIGITAL POSTER","4883","https://ycr.dearportal.com/Product/307b7bae-dc37-4cb6-9db0-a000636b3bc0","ALL-OT49E4",,"In stock"
"£5,333.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=270372da-0d45-4c27-b897-ffdc856455fc","True","True","49"" FREESTANDING PCAP OUTDOOR TOUCH SCREEN POSTER","5333","https://ycr.dearportal.com/Product/4c77025a-c54e-48e1-8fde-cbf9461db1d2","ALL-OT49E-T2",,"In stock"
"£2,499.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=7759ecc0-3b1f-4fa0-a26f-6c999604cf20","True","True","49"" Ultra High Brightness Hanging Double-Sided Display [Black]","2499","https://ycr.dearportal.com/Product/fcad86e2-5297-4128-b1b1-5a6eff78114f","ALL-UDS49B",,"In stock"
"£1,638.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=651d60f9-46e7-4491-8918-66020809d9a6","True","True","49"" ULTRA HIGH BRIGHTNESS WINDOW DISPLAY","1638","https://ycr.dearportal.com/Product/dd0b35ee-c6ac-4aea-b0be-b3699d98bf01","ALL-UHB49B",,"In stock"
"£3,493.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=95f4447d-7ffb-49ab-83c4-b31cadf140f0","True","True","49"" WALL-MOUNTED OUTDOOR DIGITAL ADVERTISING DISPLAY","3493","https://ycr.dearportal.com/Product/e4619bf2-fa7a-4064-8cf8-e8a8f57d59e2","ALL-OW49D4",,"In stock"
"£3,967.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=8f7fa2d6-5f4e-4560-a29a-e5db75287ebf","True","True","49"" WALL-MOUNTED PCAP OUTDOOR TOUCH SCREEN","3967","https://ycr.dearportal.com/Product/118dedca-979a-4e92-a8a1-9ac0fbb36684","ALL-OW49D-T2",,"In stock"
"£45.00","False","https://ycr.dearportal.com/Catalog/GetEmptyImage?size=400","False","False","4GB DDR3 SODIMM RAM","45","https://ycr.dearportal.com/Product/5673f249-ff77-4355-869f-7995bea817ad","RM-0000026",,"Out of stock"
"£45.00","False","https://ycr.dearportal.com/Catalog/GetEmptyImage?size=400","True","False","4GB DDR4 SODIMM RAM","45","https://ycr.dearportal.com/Product/366b8ec6-2053-4094-a9fc-b1d93b8fd76f","RM-0000038","5","5 in stock"
"£934.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=c56360ee-44df-4089-a63c-1ae952c60a05","True","True","50"" ANDROID ADVERTISING DISPLAY - PF50HD","934","https://ycr.dearportal.com/Product/f0790371-ede5-42c0-98cf-093ea97e2d50","ALL-PF50HD",,"In stock"
"£1,745.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=37065613-75c7-4d13-8903-50df6f5eb757","True","True","50"" BLACK ANDROID FREESTANDING DIGITAL POSTER","1745","https://ycr.dearportal.com/Product/229793d1-7013-49f8-bab1-dc36c20d22d1","ALL-L50HD",,"In stock"
"£740.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=b877663d-d9e5-4e5b-9758-5649c9b3cafe","True","True","50"" NETWORK DIGITAL MENU BOARD","740","https://ycr.dearportal.com/Product/d721d19b-681a-4397-8289-9509f29389aa","ALL-DM50",,"In stock"
"£1,338.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=14077678-f04f-4719-a5e0-2b9bc345e315","True","True","50"" PCAP ANDROID TOUCH SCREEN","1338","https://ycr.dearportal.com/Product/e95462ce-1659-406a-8112-2bb4d74c0c4f","ALL-AO50F",,"In stock"
"£2,180.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=38303827-5e40-49b4-990e-b3a27679cbf9","True","True","50"" PCAP ANDROID TOUCH SCREEN KIOSK","2180","https://ycr.dearportal.com/Product/d6cf10ed-f9a6-4008-8439-af9b86cdf72e","ALL-TAO50",,"In stock"
"£632.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=c2bdf50d-5702-4a6e-9271-d9069a4a06e5","True","True","50"" PROFESSIONAL MONITOR","632","https://ycr.dearportal.com/Product/b7adb2f9-5a00-46c3-ab65-bdb526b67547","ALL-M50P",,"In stock"
"£1,745.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=26452e9e-385e-4033-876e-c6173d512c5a","True","True","50"" WHITE ANDROID FREESTANDING DIGITAL POSTER","1745","https://ycr.dearportal.com/Product/9e768c1a-9214-4403-be74-b54305b99875","ALL-L50HD9W",,"In stock"
"£2,299.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=7655d70d-b8bb-4285-b1cd-e8ae1264ec24","True","True","50"" WINDOWS PCAP TOUCH SCREEN KIOSK","2299","https://ycr.dearportal.com/Product/1d059a74-e81a-4c8e-89c6-2bd39ee04315","ALL-TWP50A",,"In stock"
"£1,103.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=5be70c2c-9fb8-4e21-af66-189d9678d1a3","True","True","55"" ANDROID SLIMLINE ADVERTISING DISPLAY - PF55HD","1103","https://ycr.dearportal.com/Product/ab5ded53-91fa-4490-994f-b9170e172499","ALL-PF55HD",,"In stock"
"£1,985.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=6eb4ce34-551d-4cbc-b221-cbca0baaa587","True","True","55"" BLACK ANDROID FREESTANDING DIGITAL POSTER","1985","https://ycr.dearportal.com/Product/7b724b23-6c5f-40e7-a3cd-1cf9c4e06421","ALL-L55HD",,"In stock"
"£6,297.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=d95ad431-be0c-4b49-8571-f30fde61907e","True","True","55"" FREESTANDING OUTDOOR DIGITAL POSTER","6297","https://ycr.dearportal.com/Product/c9fc9a15-ade9-4749-940f-e2bc35f19c2d","ALL-OT55E4",,"In stock"
"£6,957.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=e58fc117-dc27-4bd9-9771-23d3c55bddd8","True","True","55"" FREESTANDING PCAP OUTDOOR TOUCH SCREEN POSTER","6957","https://ycr.dearportal.com/Product/fd122cf8-5fde-42db-a4cf-7d983250d31d","ALL-OT55E-T2",,"In stock"
"£2,596.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=6f9488de-179c-4112-bb9a-ff1e26d23dd4","True","True","55"" Hanging Double-Sided Window Display","2596","https://ycr.dearportal.com/Product/386adac3-c2a0-4184-a798-18be48361d93","ALL-HDS55",,"In stock"
"£920.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=d13aacc3-1608-4a5a-a40e-f30489ad334f","True","True","55"" HIGH VIBRANCE ANDROID ADVERTISING DISPLAY","920","https://ycr.dearportal.com/Product/083f1199-5d37-46c0-9cea-a92cb38f3bff","ALL-HV55D",,"In stock"
"£2,349.00","False","https://ycr.dearportal.com/Catalog/GetEmptyImage?size=400","True","True","55"" INFRARED FREESTANDING TOUCH SCREEN POSTER WITH DUAL OS","2349","https://ycr.dearportal.com/Product/d02f6c0e-4394-4d76-a87a-79ebd96a4400","ALL-L55E3-TW",,"In stock"
"£2,349.00","False","https://ycr.dearportal.com/Catalog/GetEmptyImage?size=400","True","True","55"" INFRARED FREESTANDING TOUCH SCREEN POSTER WITH DUAL OS","2349","https://ycr.dearportal.com/Product/ff91cac6-5d76-4b2a-a374-9136fed22247","ALL-L55E3-T",,"In stock"
"£856.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=7acefd61-4204-4df8-a2eb-51562a930726","True","True","55"" NETWORK DIGITAL MENU BOARD","856","https://ycr.dearportal.com/Product/d88f43d9-dc31-48d7-956c-fbbc2cf39008","ALL-DM55",,"In stock"
"£1,494.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=ee7b88db-1263-41fe-bf19-ed87bb4a87b5","True","True","55"" PCAP ANDROID TOUCH SCREEN","1494","https://ycr.dearportal.com/Product/4eec9ff5-9197-4e53-911a-90753db6a22e","ALL-AO55F",,"In stock"
"£2,337.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=3614f355-d012-4d45-8968-1060dd012746","True","True","55"" PCAP ANDROID TOUCH SCREEN KIOSK - TAO55","2337","https://ycr.dearportal.com/Product/739d51e7-8ffa-406b-827a-10ad25dadbbe","ALL-TAO55",,"In stock"
"£747.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=011d2853-0968-4bfa-9782-8b9f40a2d6d9","True","True","55"" PROFESSIONAL MONITOR","747","https://ycr.dearportal.com/Product/b7995c03-fc4a-486f-aa9e-78a16d6131a4","ALL-M55P",,"In stock"
"£3,234.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=1e7191d8-bea6-4aa1-a6e0-cbbeea008bb0","True","True","55"" Ultra High Brightness Hanging Double-Sided Display [Black]","3234","https://ycr.dearportal.com/Product/be074781-895a-4c9a-a81b-2806d6b9caf5","ALL-UDS55B",,"In stock"
"£1,875.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=1dfdb3a5-7d4d-47c2-a19b-c54d5fad1464","True","True","55"" ULTRA HIGH BRIGHTNESS WINDOW DISPLAY","1875","https://ycr.dearportal.com/Product/44cf3a10-d9c0-4aa3-8249-e55e6f5caf3a","ALL-UHB55HD8",,"In stock"
"£4,797.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=9ed4c096-2cac-45d7-bb18-a40db7fc9d49","True","True","55"" WALL-MOUNTED OUTDOOR DIGITAL ADVERTISING DISPLAY","4797","https://ycr.dearportal.com/Product/132667a4-72d8-41fa-83d0-c10eed10eda3","ALL-OW55D4",,"In stock"
"£5,361.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=1e21ad05-d7b6-4fcd-bfd5-b8b53f24d220","True","True","55"" WALL-MOUNTED PCAP OUTDOOR TOUCH SCREEN","5361","https://ycr.dearportal.com/Product/db583557-c3f0-4693-b21e-7a7dfe89239f","ALL-OW55D-T2",,"In stock"
"£1,985.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=84c3db77-a61a-4363-94cc-9a2617688b44","True","True","55"" WHITE ANDROID FREESTANDING DIGITAL POSTER","1985","https://ycr.dearportal.com/Product/9e2690f7-0fa5-498b-90fd-fe5cf4349630","ALL-L55HD9W",,"In stock"
"£2,465.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=5c9cfa3f-82a6-4183-9d6f-4d003f8c9308","True","True","55"" WINDOWS PCAP TOUCH SCREEN KIOSK","2465","https://ycr.dearportal.com/Product/3a7d5cc8-9b27-4192-a1d8-7eed055b360b","ALL-TWP55A",,"In stock"
"£7,731.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=cb0fe810-8a1d-47e7-947d-8f132d117712","True","True","65"" FREESTANDING OUTDOOR DIGITAL POSTER","7731","https://ycr.dearportal.com/Product/0a07de65-f0d7-4f83-a8e2-f1b1c18c3e31","ALL-OT65E4",,"In stock"
"£8,869.00","True","https://prodcdn-fch9gyh8ejf9hget.z01.azurefd.net/Product/GetImage?size=400&id=03d337a5-58a2-4c63-a331-d3f32f5c40d9","True","True","65"" FREESTANDING PCAP OUTDOOR TOUCH SCREEN POSTER","8869","https://ycr.dearportal.com/Product/ee2a8094-c67e-47c3-b042-08e50e87a73c","ALL-OT65E-T2",,"In stock"
